"D" "I" "G"
"5586" "d0" "i0" "g1"
"5587" "d0" "i0" "g1"
"5588" "d0" "i0" "g2"
"5589" "d1" "i1" "g1"
"5590" "d1" "i1" "g1"
"5591" "d0" "i0" "g2"
"5592" "d1" "i0" "g3"
"5593" "d0" "i0" "g3"
"5594" "d0" "i1" "g1"
"5595" "d1" "i0" "g3"
"5596" "d0" "i0" "g2"
"5597" "d1" "i0" "g3"
"5598" "d1" "i0" "g3"
"5599" "d1" "i1" "g1"
"5600" "d0" "i0" "g2"
"5601" "d0" "i0" "g3"
"5602" "d1" "i0" "g2"
"5603" "d1" "i0" "g2"
"5604" "d0" "i0" "g2"
"5605" "d1" "i0" "g3"
"5606" "d0" "i1" "g1"
"5607" "d0" "i1" "g1"
"5608" "d0" "i0" "g1"
"5609" "d1" "i0" "g2"
"5610" "d0" "i0" "g1"
"5611" "d0" "i0" "g1"
"5612" "d1" "i0" "g3"
"5613" "d1" "i0" "g2"
"5614" "d1" "i1" "g2"
"5615" "d1" "i1" "g1"
"5616" "d0" "i0" "g3"
"5617" "d0" "i1" "g1"
"5618" "d1" "i0" "g2"
"5619" "d1" "i0" "g3"
"5620" "d0" "i1" "g1"
"5621" "d1" "i0" "g3"
"5622" "d0" "i0" "g1"
"5623" "d1" "i0" "g3"
"5624" "d1" "i0" "g3"
"5625" "d1" "i0" "g3"
"5626" "d0" "i0" "g3"
"5627" "d0" "i0" "g3"
"5628" "d0" "i0" "g3"
"5629" "d1" "i0" "g3"
"5630" "d0" "i0" "g3"
"5631" "d0" "i1" "g1"
"5632" "d1" "i0" "g3"
"5633" "d1" "i0" "g3"
"5634" "d1" "i0" "g1"
"5635" "d0" "i0" "g3"
"5636" "d1" "i0" "g2"
"5637" "d0" "i0" "g2"
"5638" "d1" "i0" "g1"
"5639" "d1" "i0" "g2"
"5640" "d1" "i1" "g1"
"5641" "d1" "i0" "g3"
"5642" "d1" "i0" "g3"
"5643" "d1" "i0" "g3"
"5644" "d1" "i1" "g1"
"5645" "d1" "i1" "g1"
"5646" "d0" "i0" "g2"
"5647" "d1" "i1" "g2"
"5648" "d0" "i0" "g1"
"5649" "d1" "i0" "g1"
"5650" "d0" "i0" "g2"
"5651" "d1" "i0" "g3"
"5652" "d0" "i0" "g2"
"5653" "d1" "i0" "g3"
"5654" "d0" "i1" "g1"
"5655" "d0" "i0" "g2"
"5656" "d0" "i1" "g1"
"5657" "d1" "i0" "g3"
"5658" "d0" "i1" "g1"
"5659" "d0" "i0" "g1"
"5660" "d1" "i1" "g1"
"5661" "d0" "i0" "g2"
"5662" "d1" "i0" "g3"
"5663" "d1" "i0" "g2"
"5664" "d0" "i0" "g2"
"5665" "d1" "i0" "g3"
"5666" "d0" "i0" "g2"
"5667" "d0" "i0" "g2"
"5668" "d0" "i0" "g2"
"5669" "d0" "i0" "g1"
"5670" "d0" "i0" "g2"
"5671" "d1" "i0" "g3"
"5672" "d1" "i1" "g3"
"5673" "d1" "i0" "g3"
"5674" "d0" "i0" "g3"
"5675" "d0" "i0" "g1"
"5676" "d0" "i1" "g1"
"5677" "d1" "i1" "g2"
"5678" "d1" "i0" "g3"
"5679" "d0" "i0" "g3"
"5680" "d0" "i1" "g1"
"5681" "d0" "i0" "g2"
"5682" "d1" "i0" "g3"
"5683" "d1" "i0" "g3"
"5684" "d0" "i1" "g1"
"5685" "d1" "i1" "g1"
"5686" "d1" "i0" "g3"
"5687" "d0" "i0" "g2"
"5688" "d1" "i0" "g2"
"5689" "d1" "i0" "g3"
"5690" "d1" "i0" "g3"
"5691" "d0" "i0" "g1"
"5692" "d1" "i0" "g3"
"5693" "d1" "i0" "g1"
"5694" "d0" "i1" "g1"
"5695" "d0" "i1" "g1"
"5696" "d0" "i0" "g2"
"5697" "d1" "i1" "g3"
"5698" "d1" "i0" "g3"
"5699" "d0" "i0" "g2"
"5700" "d1" "i0" "g3"
"5701" "d0" "i0" "g3"
"5702" "d0" "i0" "g1"
"5703" "d0" "i1" "g1"
"5704" "d0" "i0" "g3"
"5705" "d0" "i1" "g1"
"5706" "d1" "i0" "g3"
"5707" "d1" "i0" "g3"
"5708" "d0" "i1" "g1"
"5709" "d0" "i0" "g3"
"5710" "d0" "i1" "g1"
"5711" "d0" "i0" "g1"
"5712" "d0" "i0" "g2"
"5713" "d1" "i0" "g3"
"5714" "d0" "i0" "g3"
"5715" "d0" "i0" "g1"
"5716" "d0" "i0" "g3"
"5717" "d1" "i1" "g1"
"5718" "d0" "i0" "g2"
"5719" "d1" "i0" "g3"
"5720" "d0" "i0" "g1"
"5721" "d0" "i0" "g1"
"5722" "d0" "i0" "g1"
"5723" "d1" "i0" "g3"
"5724" "d0" "i0" "g1"
"5725" "d0" "i1" "g1"
"5726" "d0" "i0" "g3"
"5727" "d0" "i0" "g1"
"5728" "d0" "i0" "g3"
"5729" "d0" "i0" "g1"
"5730" "d0" "i0" "g1"
"5731" "d0" "i0" "g1"
"5732" "d1" "i1" "g3"
"5733" "d0" "i0" "g2"
"5734" "d0" "i1" "g1"
"5735" "d0" "i0" "g2"
"5736" "d0" "i1" "g1"
"5737" "d0" "i0" "g1"
"5738" "d0" "i1" "g1"
"5739" "d0" "i0" "g2"
"5740" "d0" "i1" "g1"
"5741" "d1" "i0" "g2"
"5742" "d0" "i0" "g2"
"5743" "d1" "i0" "g3"
"5744" "d0" "i0" "g3"
"5745" "d1" "i1" "g1"
"5746" "d1" "i0" "g3"
"5747" "d1" "i0" "g3"
"5748" "d1" "i0" "g3"
"5749" "d0" "i0" "g1"
"5750" "d0" "i0" "g3"
"5751" "d0" "i0" "g2"
"5752" "d0" "i0" "g3"
"5753" "d0" "i0" "g2"
"5754" "d0" "i0" "g1"
"5755" "d0" "i0" "g2"
"5756" "d0" "i0" "g2"
"5757" "d1" "i1" "g1"
"5758" "d0" "i0" "g2"
"5759" "d0" "i1" "g1"
"5760" "d0" "i1" "g1"
"5761" "d0" "i0" "g2"
"5762" "d0" "i1" "g1"
"5763" "d0" "i0" "g2"
"5764" "d1" "i1" "g2"
"5765" "d0" "i0" "g2"
"5766" "d1" "i0" "g2"
"5767" "d1" "i1" "g1"
"5768" "d0" "i0" "g2"
"5769" "d0" "i1" "g1"
"5770" "d1" "i0" "g2"
"5771" "d1" "i1" "g1"
"5772" "d0" "i0" "g2"
"5773" "d1" "i0" "g1"
"5774" "d0" "i0" "g2"
"5775" "d0" "i0" "g3"
"5776" "d0" "i1" "g2"
"5777" "d0" "i1" "g1"
"5778" "d0" "i0" "g1"
"5779" "d1" "i0" "g3"
"5780" "d0" "i1" "g1"
"5781" "d1" "i1" "g1"
"5782" "d1" "i1" "g1"
"5783" "d1" "i1" "g3"
"5784" "d0" "i0" "g2"
"5785" "d1" "i1" "g2"
"5786" "d1" "i0" "g1"
"5787" "d0" "i0" "g1"
"5788" "d1" "i1" "g2"
"5789" "d0" "i1" "g1"
"5790" "d0" "i1" "g1"
"5791" "d1" "i0" "g3"
"5792" "d1" "i1" "g2"
"5793" "d0" "i0" "g2"
"5794" "d1" "i0" "g3"
"5795" "d0" "i0" "g2"
"5796" "d0" "i1" "g1"
"5797" "d0" "i0" "g1"
"5798" "d0" "i0" "g3"
"5799" "d0" "i1" "g1"
"5800" "d0" "i0" "g3"
"5801" "d0" "i0" "g3"
"5802" "d0" "i0" "g3"
"5803" "d1" "i0" "g3"
"5804" "d0" "i0" "g2"
"5805" "d1" "i0" "g3"
"5806" "d1" "i0" "g3"
"5807" "d1" "i0" "g3"
"5808" "d1" "i0" "g3"
"5809" "d1" "i0" "g3"
"5810" "d0" "i0" "g2"
"5811" "d0" "i1" "g1"
"5812" "d1" "i0" "g1"
"5813" "d0" "i0" "g1"
"5814" "d0" "i0" "g3"
"5815" "d1" "i1" "g1"
"5816" "d0" "i0" "g3"
"5817" "d0" "i0" "g3"
"5818" "d0" "i0" "g2"
"5819" "d0" "i0" "g1"
"5820" "d0" "i0" "g2"
"5821" "d1" "i0" "g3"
"5822" "d1" "i1" "g2"
"5823" "d0" "i0" "g2"
"5824" "d1" "i1" "g2"
"5825" "d1" "i0" "g3"
"5826" "d0" "i0" "g3"
"5827" "d0" "i0" "g2"
"5828" "d0" "i0" "g1"
"5829" "d1" "i0" "g3"
"5830" "d1" "i0" "g3"
"5831" "d0" "i0" "g2"
"5832" "d0" "i0" "g1"
"5833" "d0" "i1" "g1"
"5834" "d0" "i0" "g2"
"5835" "d1" "i0" "g3"
"5836" "d0" "i0" "g1"
"5837" "d0" "i0" "g3"
"5838" "d0" "i0" "g3"
"5839" "d0" "i1" "g1"
"5840" "d0" "i1" "g1"
"5841" "d0" "i0" "g2"
"5842" "d0" "i0" "g3"
"5843" "d0" "i0" "g2"
"5844" "d0" "i0" "g3"
"5845" "d1" "i0" "g3"
"5846" "d1" "i0" "g3"
"5847" "d0" "i0" "g3"
"5848" "d0" "i0" "g2"
"5849" "d0" "i0" "g3"
"5850" "d1" "i1" "g1"
"5851" "d0" "i0" "g2"
"5852" "d0" "i0" "g2"
"5853" "d0" "i1" "g1"
"5854" "d1" "i0" "g3"
"5855" "d0" "i0" "g2"
"5856" "d1" "i1" "g2"
"5857" "d0" "i1" "g1"
"5858" "d0" "i0" "g2"
"5859" "d0" "i0" "g2"
"5860" "d0" "i0" "g1"
"5861" "d1" "i1" "g3"
"5862" "d0" "i0" "g2"
"5863" "d0" "i0" "g3"
"5864" "d0" "i1" "g1"
"5865" "d1" "i0" "g2"
"5866" "d1" "i0" "g2"
"5867" "d0" "i0" "g3"
"5868" "d0" "i0" "g2"
"5869" "d0" "i0" "g3"
"5870" "d0" "i0" "g1"
"5871" "d0" "i0" "g2"
"5872" "d1" "i0" "g3"
"5873" "d1" "i0" "g2"
"5874" "d1" "i0" "g3"
"5875" "d0" "i0" "g1"
"5876" "d1" "i0" "g3"
"5877" "d0" "i0" "g2"
"5878" "d1" "i1" "g3"
"5879" "d0" "i0" "g1"
"5880" "d0" "i1" "g1"
"5881" "d1" "i1" "g1"
"5882" "d0" "i0" "g2"
"5883" "d1" "i0" "g1"
"5884" "d0" "i0" "g3"
"5885" "d0" "i0" "g3"
"5886" "d0" "i0" "g2"
"5887" "d0" "i0" "g2"
"5888" "d1" "i1" "g1"
"5889" "d0" "i0" "g3"
"5890" "d0" "i0" "g3"
"5891" "d0" "i0" "g2"
"5892" "d0" "i1" "g1"
"5893" "d0" "i0" "g2"
"5894" "d0" "i0" "g2"
"5895" "d0" "i1" "g1"
"5896" "d1" "i1" "g3"
"5897" "d0" "i0" "g1"
"5898" "d0" "i0" "g1"
"5899" "d0" "i0" "g2"
"5900" "d0" "i0" "g1"
"5901" "d0" "i0" "g2"
"5902" "d0" "i1" "g1"
"5903" "d1" "i0" "g3"
"5904" "d0" "i0" "g1"
"5905" "d0" "i0" "g1"
"5906" "d0" "i1" "g1"
"5907" "d1" "i0" "g3"
"5908" "d0" "i0" "g2"
"5909" "d0" "i0" "g1"
"5910" "d0" "i0" "g1"
"5911" "d1" "i0" "g3"
"5912" "d1" "i1" "g1"
"5913" "d0" "i1" "g1"
"5914" "d0" "i1" "g1"
"5915" "d0" "i0" "g2"
"5916" "d1" "i0" "g3"
"5917" "d1" "i0" "g2"
"5918" "d0" "i1" "g1"
"5919" "d0" "i0" "g2"
"5920" "d0" "i1" "g1"
"5921" "d1" "i0" "g2"
"5922" "d0" "i0" "g1"
"5923" "d0" "i1" "g1"
"5924" "d1" "i0" "g3"
"5925" "d0" "i0" "g1"
"5926" "d1" "i0" "g3"
"5927" "d1" "i0" "g3"
"5928" "d0" "i0" "g1"
"5929" "d1" "i0" "g3"
"5930" "d0" "i0" "g1"
"5931" "d0" "i0" "g3"
"5932" "d1" "i0" "g3"
"5933" "d1" "i0" "g3"
"5934" "d1" "i1" "g3"
"5935" "d1" "i0" "g3"
"5936" "d0" "i0" "g3"
"5937" "d0" "i0" "g3"
"5938" "d0" "i0" "g3"
"5939" "d1" "i1" "g1"
"5940" "d0" "i0" "g3"
"5941" "d1" "i1" "g2"
"5942" "d0" "i0" "g3"
"5943" "d0" "i1" "g1"
"5944" "d0" "i1" "g1"
"5945" "d0" "i0" "g3"
"5946" "d0" "i1" "g1"
"5947" "d0" "i0" "g2"
"5948" "d1" "i0" "g3"
"5949" "d0" "i1" "g1"
"5950" "d0" "i0" "g1"
"5951" "d0" "i0" "g1"
"5952" "d1" "i0" "g2"
"5953" "d0" "i0" "g2"
"5954" "d1" "i0" "g3"
"5955" "d0" "i0" "g1"
"5956" "d0" "i0" "g2"
"5957" "d0" "i0" "g1"
"5958" "d1" "i0" "g2"
"5959" "d0" "i1" "g1"
"5960" "d1" "i1" "g2"
"5961" "d0" "i1" "g1"
"5962" "d1" "i1" "g3"
"5963" "d1" "i0" "g3"
"5964" "d0" "i0" "g1"
"5965" "d1" "i0" "g3"
"5966" "d1" "i0" "g3"
"5967" "d0" "i1" "g1"
"5968" "d0" "i1" "g1"
"5969" "d1" "i0" "g3"
"5970" "d0" "i0" "g2"
"5971" "d1" "i0" "g3"
"5972" "d1" "i1" "g2"
"5973" "d1" "i0" "g3"
"5974" "d1" "i1" "g2"
"5975" "d0" "i0" "g2"
"5976" "d0" "i1" "g1"
"5977" "d0" "i0" "g1"
"5978" "d0" "i0" "g1"
"5979" "d1" "i1" "g3"
"5980" "d1" "i0" "g3"
"5981" "d0" "i0" "g1"
"5982" "d0" "i0" "g2"
"5983" "d0" "i0" "g3"
"5984" "d0" "i0" "g2"
"5985" "d0" "i0" "g2"
"5986" "d0" "i1" "g1"
"5987" "d0" "i0" "g3"
"5988" "d0" "i1" "g1"
"5989" "d1" "i1" "g2"
"5990" "d0" "i0" "g3"
"5991" "d0" "i1" "g1"
"5992" "d1" "i0" "g3"
"5993" "d1" "i0" "g2"
"5994" "d0" "i0" "g3"
"5995" "d1" "i1" "g1"
"5996" "d0" "i0" "g2"
"5997" "d1" "i1" "g3"
"5998" "d1" "i0" "g2"
"5999" "d0" "i0" "g1"
"6000" "d0" "i1" "g1"
"6001" "d0" "i1" "g1"
"6002" "d0" "i1" "g1"
"6003" "d1" "i0" "g3"
"6004" "d0" "i0" "g3"
"6005" "d1" "i0" "g3"
"6006" "d0" "i0" "g3"
"6007" "d0" "i0" "g2"
"6008" "d0" "i0" "g3"
"6009" "d1" "i1" "g1"
"6010" "d0" "i1" "g1"
"6011" "d0" "i0" "g1"
"6012" "d0" "i0" "g2"
"6013" "d0" "i1" "g1"
"6014" "d0" "i1" "g1"
"6015" "d0" "i1" "g1"
"6016" "d1" "i0" "g3"
"6017" "d1" "i0" "g3"
"6018" "d1" "i0" "g3"
"6019" "d1" "i0" "g3"
"6020" "d0" "i1" "g1"
"6021" "d1" "i0" "g3"
"6022" "d0" "i1" "g1"
"6023" "d1" "i1" "g2"
"6024" "d0" "i0" "g3"
"6025" "d0" "i0" "g2"
"6026" "d0" "i0" "g2"
"6027" "d1" "i0" "g3"
"6028" "d0" "i1" "g1"
"6029" "d0" "i0" "g2"
"6030" "d0" "i0" "g2"
"6031" "d0" "i0" "g2"
"6032" "d1" "i1" "g2"
"6033" "d0" "i0" "g2"
"6034" "d1" "i0" "g3"
"6035" "d0" "i1" "g1"
"6036" "d0" "i0" "g3"
"6037" "d0" "i0" "g2"
"6038" "d1" "i1" "g3"
"6039" "d0" "i0" "g3"
"6040" "d1" "i0" "g2"
"6041" "d1" "i0" "g1"
"6042" "d0" "i0" "g2"
"6043" "d0" "i0" "g1"
"6044" "d0" "i0" "g2"
"6045" "d0" "i0" "g2"
"6046" "d1" "i0" "g1"
"6047" "d1" "i1" "g2"
"6048" "d1" "i0" "g3"
"6049" "d0" "i0" "g2"
"6050" "d0" "i0" "g3"
"6051" "d1" "i1" "g2"
"6052" "d0" "i0" "g1"
"6053" "d1" "i0" "g2"
"6054" "d0" "i1" "g1"
"6055" "d1" "i0" "g3"
"6056" "d1" "i0" "g2"
"6057" "d0" "i0" "g1"
"6058" "d1" "i0" "g1"
"6059" "d1" "i0" "g3"
"6060" "d0" "i0" "g2"
"6061" "d0" "i0" "g2"
"6062" "d1" "i0" "g3"
"6063" "d1" "i0" "g2"
"6064" "d1" "i1" "g3"
"6065" "d1" "i0" "g3"
"6066" "d0" "i0" "g3"
"6067" "d0" "i0" "g2"
"6068" "d0" "i0" "g3"
"6069" "d1" "i1" "g1"
"6070" "d0" "i0" "g2"
"6071" "d0" "i1" "g1"
"6072" "d1" "i0" "g3"
"6073" "d1" "i0" "g3"
"6074" "d1" "i0" "g3"
"6075" "d0" "i1" "g1"
"6076" "d0" "i0" "g1"
"6077" "d1" "i0" "g3"
"6078" "d0" "i0" "g3"
"6079" "d0" "i0" "g1"
"6080" "d1" "i1" "g2"
"6081" "d0" "i0" "g2"
"6082" "d0" "i0" "g2"
"6083" "d1" "i0" "g3"
"6084" "d0" "i0" "g3"
"6085" "d0" "i1" "g1"
"6086" "d0" "i1" "g1"
"6087" "d0" "i0" "g1"
"6088" "d0" "i0" "g2"
"6089" "d1" "i0" "g3"
"6090" "d1" "i0" "g3"
"6091" "d1" "i0" "g3"
"6092" "d0" "i1" "g1"
"6093" "d1" "i0" "g2"
"6094" "d0" "i0" "g2"
"6095" "d0" "i0" "g2"
"6096" "d1" "i0" "g3"
"6097" "d0" "i0" "g1"
"6098" "d1" "i0" "g2"
"6099" "d0" "i0" "g1"
"6100" "d0" "i0" "g3"
"6101" "d1" "i0" "g3"
"6102" "d0" "i0" "g3"
"6103" "d1" "i0" "g2"
"6104" "d0" "i0" "g1"
"6105" "d0" "i0" "g2"
"6106" "d0" "i1" "g1"
"6107" "d0" "i1" "g1"
"6108" "d0" "i1" "g1"
"6109" "d0" "i0" "g3"
"6110" "d1" "i1" "g1"
"6111" "d0" "i1" "g1"
"6112" "d0" "i0" "g1"
"6113" "d0" "i0" "g3"
"6114" "d1" "i0" "g3"
"6115" "d0" "i0" "g1"
"6116" "d0" "i1" "g2"
"6117" "d0" "i0" "g2"
"6118" "d0" "i1" "g2"
"6119" "d0" "i0" "g3"
"6120" "d0" "i0" "g1"
"6121" "d1" "i1" "g2"
"6122" "d1" "i0" "g3"
"6123" "d0" "i0" "g1"
"6124" "d0" "i0" "g3"
"6125" "d0" "i1" "g1"
"6126" "d0" "i1" "g1"
"6127" "d1" "i0" "g3"
"6128" "d0" "i0" "g3"
"6129" "d1" "i0" "g3"
"6130" "d0" "i0" "g2"
"6131" "d0" "i0" "g1"
"6132" "d0" "i1" "g1"
"6133" "d1" "i1" "g2"
"6134" "d1" "i0" "g2"
"6135" "d1" "i1" "g2"
"6136" "d0" "i0" "g1"
"6137" "d0" "i1" "g1"
"6138" "d1" "i0" "g3"
"6139" "d0" "i0" "g2"
"6140" "d1" "i0" "g3"
"6141" "d0" "i1" "g1"
"6142" "d1" "i0" "g1"
"6143" "d1" "i0" "g2"
"6144" "d0" "i0" "g3"
"6145" "d1" "i0" "g2"
"6146" "d1" "i0" "g3"
"6147" "d0" "i0" "g3"
"6148" "d0" "i0" "g2"
"6149" "d0" "i0" "g3"
"6150" "d1" "i1" "g1"
"6151" "d1" "i0" "g3"
"6152" "d1" "i0" "g2"
"6153" "d0" "i0" "g1"
"6154" "d1" "i0" "g3"
"6155" "d0" "i0" "g1"
"6156" "d0" "i0" "g2"
"6157" "d0" "i0" "g2"
"6158" "d1" "i0" "g3"
"6159" "d0" "i0" "g2"
"6160" "d0" "i1" "g1"
"6161" "d1" "i0" "g3"
"6162" "d0" "i0" "g3"
"6163" "d1" "i0" "g1"
"6164" "d0" "i0" "g3"
"6165" "d0" "i1" "g1"
"6166" "d0" "i1" "g1"
"6167" "d0" "i0" "g2"
"6168" "d0" "i0" "g2"
"6169" "d0" "i0" "g3"
"6170" "d0" "i0" "g2"
"6171" "d0" "i0" "g2"
"6172" "d1" "i0" "g2"
"6173" "d0" "i1" "g1"
"6174" "d0" "i1" "g1"
"6175" "d1" "i1" "g2"
"6176" "d0" "i0" "g2"
"6177" "d0" "i1" "g1"
"6178" "d1" "i0" "g3"
"6179" "d0" "i0" "g3"
"6180" "d1" "i0" "g3"
"6181" "d0" "i1" "g1"
"6182" "d1" "i0" "g3"
"6183" "d0" "i0" "g2"
"6184" "d0" "i0" "g1"
"6185" "d0" "i1" "g1"
"6186" "d0" "i0" "g2"
"6187" "d1" "i1" "g1"
"6188" "d1" "i1" "g2"
"6189" "d1" "i0" "g3"
"6190" "d0" "i1" "g1"
"6191" "d0" "i0" "g2"
"6192" "d1" "i0" "g3"
"6193" "d0" "i0" "g2"
"6194" "d0" "i0" "g1"
"6195" "d1" "i0" "g3"
"6196" "d1" "i0" "g3"
"6197" "d1" "i1" "g1"
"6198" "d1" "i1" "g1"
"6199" "d0" "i0" "g2"
"6200" "d0" "i0" "g2"
"6201" "d0" "i0" "g1"
"6202" "d0" "i0" "g3"
"6203" "d0" "i1" "g1"
"6204" "d1" "i0" "g3"
"6205" "d1" "i0" "g3"
"6206" "d0" "i0" "g3"
"6207" "d1" "i0" "g2"
"6208" "d1" "i0" "g3"
"6209" "d1" "i0" "g3"
"6210" "d1" "i0" "g3"
"6211" "d1" "i0" "g3"
"6212" "d0" "i0" "g2"
"6213" "d0" "i0" "g2"
"6214" "d0" "i0" "g2"
"6215" "d0" "i0" "g2"
"6216" "d0" "i0" "g2"
"6217" "d1" "i1" "g1"
"6218" "d1" "i1" "g1"
"6219" "d0" "i0" "g1"
"6220" "d0" "i0" "g1"
"6221" "d1" "i1" "g1"
"6222" "d0" "i1" "g1"
"6223" "d1" "i0" "g3"
"6224" "d1" "i0" "g3"
"6225" "d0" "i0" "g1"
"6226" "d0" "i0" "g2"
"6227" "d0" "i0" "g3"
"6228" "d1" "i0" "g3"
"6229" "d0" "i0" "g3"
"6230" "d0" "i0" "g3"
"6231" "d1" "i1" "g1"
"6232" "d0" "i1" "g1"
"6233" "d1" "i0" "g3"
"6234" "d0" "i1" "g1"
"6235" "d1" "i0" "g3"
"6236" "d0" "i0" "g1"
"6237" "d0" "i0" "g2"
"6238" "d0" "i0" "g2"
"6239" "d0" "i0" "g1"
"6240" "d0" "i0" "g1"
"6241" "d0" "i0" "g2"
"6242" "d1" "i0" "g1"
"6243" "d1" "i0" "g3"
"6244" "d0" "i0" "g2"
"6245" "d0" "i0" "g1"
"6246" "d0" "i0" "g3"
"6247" "d0" "i0" "g2"
"6248" "d1" "i0" "g3"
"6249" "d0" "i1" "g1"
"6250" "d0" "i0" "g1"
"6251" "d1" "i0" "g3"
"6252" "d0" "i1" "g2"
"6253" "d0" "i0" "g3"
"6254" "d0" "i0" "g2"
"6255" "d0" "i0" "g2"
"6256" "d0" "i0" "g2"
"6257" "d0" "i1" "g1"
"6258" "d0" "i0" "g2"
"6259" "d0" "i0" "g2"
"6260" "d0" "i1" "g1"
"6261" "d1" "i1" "g1"
"6262" "d0" "i0" "g2"
"6263" "d0" "i0" "g2"
"6264" "d0" "i0" "g2"
"6265" "d0" "i1" "g1"
"6266" "d0" "i0" "g3"
"6267" "d0" "i0" "g1"
"6268" "d0" "i0" "g1"
"6269" "d1" "i0" "g3"
"6270" "d1" "i0" "g3"
"6271" "d1" "i0" "g1"
"6272" "d0" "i0" "g2"
"6273" "d1" "i0" "g2"
"6274" "d0" "i0" "g2"
"6275" "d1" "i0" "g3"
"6276" "d0" "i0" "g2"
"6277" "d0" "i1" "g1"
"6278" "d1" "i0" "g2"
"6279" "d0" "i0" "g2"
"6280" "d0" "i0" "g3"
"6281" "d0" "i1" "g1"
"6282" "d0" "i0" "g3"
"6283" "d0" "i0" "g1"
"6284" "d0" "i1" "g1"
"6285" "d0" "i1" "g1"
"6286" "d1" "i0" "g3"
"6287" "d1" "i0" "g3"
"6288" "d0" "i1" "g1"
"6289" "d1" "i0" "g3"
"6290" "d0" "i0" "g3"
"6291" "d0" "i0" "g1"
"6292" "d0" "i0" "g3"
"6293" "d1" "i0" "g3"
"6294" "d0" "i0" "g3"
"6295" "d0" "i0" "g2"
"6296" "d0" "i1" "g1"
"6297" "d0" "i0" "g3"
"6298" "d0" "i0" "g3"
"6299" "d0" "i0" "g3"
"6300" "d0" "i0" "g2"
"6301" "d0" "i0" "g3"
"6302" "d0" "i0" "g1"
"6303" "d0" "i0" "g1"
"6304" "d1" "i0" "g3"
"6305" "d0" "i0" "g3"
"6306" "d0" "i1" "g1"
"6307" "d0" "i0" "g1"
"6308" "d1" "i0" "g3"
"6309" "d1" "i0" "g3"
"6310" "d0" "i0" "g1"
"6311" "d1" "i0" "g3"
"6312" "d1" "i0" "g2"
"6313" "d0" "i1" "g1"
"6314" "d1" "i0" "g3"
"6315" "d0" "i1" "g1"
"6316" "d0" "i1" "g1"
"6317" "d0" "i0" "g3"
"6318" "d1" "i0" "g3"
"6319" "d0" "i0" "g3"
"6320" "d0" "i0" "g2"
"6321" "d1" "i1" "g1"
"6322" "d1" "i0" "g3"
"6323" "d0" "i0" "g2"
"6324" "d0" "i0" "g2"
"6325" "d1" "i0" "g3"
"6326" "d0" "i1" "g1"
"6327" "d1" "i0" "g3"
"6328" "d0" "i1" "g1"
"6329" "d1" "i0" "g3"
"6330" "d0" "i0" "g3"
"6331" "d1" "i1" "g1"
"6332" "d1" "i0" "g3"
"6333" "d0" "i0" "g1"
"6334" "d0" "i0" "g1"
"6335" "d0" "i0" "g3"
"6336" "d0" "i0" "g2"
"6337" "d1" "i0" "g3"
"6338" "d1" "i0" "g3"
"6339" "d0" "i0" "g3"
"6340" "d1" "i1" "g3"
"6341" "d1" "i1" "g2"
"6342" "d0" "i0" "g2"
"6343" "d0" "i1" "g1"
"6344" "d0" "i0" "g1"
"6345" "d1" "i0" "g3"
"6346" "d0" "i0" "g2"
"6347" "d1" "i0" "g3"
"6348" "d0" "i0" "g3"
"6349" "d0" "i0" "g2"
"6350" "d1" "i0" "g3"
"6351" "d0" "i1" "g1"
"6352" "d0" "i0" "g3"
"6353" "d1" "i0" "g3"
"6354" "d1" "i0" "g3"
"6355" "d0" "i0" "g2"
"6356" "d1" "i1" "g2"
"6357" "d0" "i0" "g1"
"6358" "d0" "i0" "g3"
"6359" "d0" "i1" "g1"
"6360" "d0" "i0" "g1"
"6361" "d0" "i0" "g2"
"6362" "d0" "i0" "g2"
"6363" "d1" "i0" "g3"
"6364" "d0" "i1" "g1"
"6365" "d1" "i0" "g3"
"6366" "d1" "i0" "g3"
"6367" "d1" "i0" "g1"
"6368" "d0" "i0" "g2"
"6369" "d0" "i0" "g3"
"6370" "d1" "i0" "g1"
"6371" "d1" "i0" "g3"
"6372" "d0" "i0" "g3"
"6373" "d0" "i0" "g1"
"6374" "d0" "i0" "g3"
"6375" "d1" "i0" "g3"
"6376" "d0" "i0" "g2"
"6377" "d0" "i0" "g2"
"6378" "d1" "i0" "g3"
"6379" "d0" "i0" "g2"
"6380" "d1" "i0" "g3"
"6381" "d0" "i0" "g1"
"6382" "d1" "i0" "g3"
"6383" "d1" "i1" "g2"
"6384" "d1" "i0" "g3"
"6385" "d1" "i0" "g2"
"6386" "d0" "i0" "g2"
"6387" "d0" "i0" "g1"
"6388" "d1" "i0" "g2"
"6389" "d0" "i0" "g2"
"6390" "d0" "i0" "g3"
"6391" "d0" "i0" "g1"
"6392" "d1" "i0" "g3"
"6393" "d1" "i0" "g3"
"6394" "d1" "i0" "g3"
"6395" "d1" "i0" "g2"
"6396" "d0" "i1" "g1"
"6397" "d1" "i0" "g3"
"6398" "d0" "i1" "g1"
"6399" "d0" "i1" "g1"
"6400" "d0" "i0" "g1"
"6401" "d0" "i0" "g1"
"6402" "d0" "i1" "g1"
"6403" "d0" "i0" "g1"
"6404" "d0" "i0" "g2"
"6405" "d1" "i0" "g3"
"6406" "d0" "i1" "g1"
"6407" "d1" "i1" "g1"
